North-West-Reference: 32T 649740 5253860
49,49
6.67128029671744e-05	0.000126496144334481	0.000230751203041992	0.000404462321371559	0.000680103219943971	0.00109465908228361	0.00168134282823801	0.00245340880514368	0.00337797214955247	0.00433954882012061	0.00509645567616060	0.00523806973636633	0.00415627013466886	0.00104832789253319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000103807734320312	0.000196620973157013	0.000358088114335806	0.000626221396485258	0.00104968953666395	0.00168233303075158	0.00256893322083083	0.00371808402831094	0.00505890158702132	0.00638132028208553	0.00726536230735573	0.00701271109805735	0.00460255710919052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000156107239919014	0.000295583957085319	0.000537853113209837	0.000939174755764287	0.00157063790596263	0.00250878396290206	0.00381236150768769	0.00547876900241966	0.00737520040279676	0.00914432100305581	0.0100932388001538	0.00908707656000567	0.00448203258177478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000226631039730660	0.000429435553606086	0.000781584844989948	0.00136426974034739	0.00227910903463279	0.00363322068957076	0.00550317072157791	0.00786808352883300	0.0105044435031586	0.0128424623031868	0.0137975069306651	0.0116091901771347	0.00374142535770228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000317016606714420	0.000602040145645275	0.00109762197954388	0.00191825095100734	0.00320667374083598	0.00511178001003609	0.00773564508141735	0.0110354924250034	0.0146695573930076	0.0177865166445857	0.0187780706798244	0.0150423395183991	0.00283630723534956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000425869848954711	0.000812232763580615	0.00148644773647646	0.00260648124712904	0.00437003370682953	0.00698422424693992	0.0105922003014029	0.0151363939101609	0.0201423924499066	0.0244221445624147	0.0257231351299628	0.0203898977930557	0.00314800330122118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.15340758274032e-06
0.000546351387762550	0.00104957792122584	0.00193357137908277	0.00341158800270382	0.00575394871733835	0.00925005235833509	0.0141130314294426	0.0202989812106963	0.0272177285904350	0.0333313411809878	0.0356739359871586	0.0293804617456065	0.00737285266246214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.32700941453969e-06	6.61904437463607e-05
0.000662919828359048	0.00128851594767545	0.00239941926416977	0.00427673343802146	0.00728479709009998	0.0118287945719733	0.0182398793959130	0.0265500632068536	0.0361242111926584	0.0451399466736504	0.0499538545393517	0.0444631801298715	0.0196538602165385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.47257157734482e-05	0.000198565416279507	0.000189198592284701
0.000747343378954833	0.00148100298001625	0.00280621829222939	0.00508306150185136	0.00879320180213208	0.0145003983299252	0.0227246474260243	0.0336807070679731	0.0468353859928844	0.0602643445108912	0.0698465282085339	0.0684231959035599	0.0451548639265856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000274699954250492	0.000637634132028571	0.000582864537270825	0.000418220023307672
0.000754440003439909	0.00154838985565311	0.00302298544778999	0.00562280465948489	0.00996733273060512	0.0168266486044747	0.0270012675798711	0.0410437728529623	0.0587596761073356	0.0784513831486027	0.0959340516336571	0.103458734035934	0.0888124600534210	0.0349896720897158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00144017155793800	0.00205059921219768	0.00176773495138431	0.00126263918533346	0.000807037025372257
